"NL51RABO0101629141","EUR","20130109","D","300.00","P000000300","straatman","20130109","bg","","test 300","","","","","","","",""
"NL51RABO0101629141","EUR","20130109","D","200.00","P000002000","l.pet","20130109","bg","","test 200","","","","","","","",""
"NL51RABO0101629141","EUR","20130109","D","4000.00","P000004000","testklant","20130109","bg","","","","","","","","","",""
"NL51RABO0101629141","EUR","20130110","D","1345.00","NL22FRBK0296820000","FrielandLegalName","20130110","id","","test Rabo to FB - Frans Aalwijk","","","","","","09-01-2013 10:27 1234747386406989","",""
"NL51RABO0101629141","EUR","20130115","D","13.50","NL22FRBK0296820000","","20130115","id","","","","","","","","14-01-2013 06:53 1234922519846818","",""
"NL51RABO0101629141","EUR","20130115","D","13.50","NL22FRBK0296820000","","20130115","id","","","","","","","","14-01-2013 08:16 1234617440328999","",""
"NL51RABO0101629141","EUR","20130114","D","11.11","NL47RABO010170000","","20130115","id","","","","","","","","14-01-2013 11:30 1234630611394025","",""
"NL51RABO0101629141","EUR","20130115","D","13.50","NL22FRBK0296820000","","20130115","id","","","","","","","","14-01-2013 13:11 1234437647781156","",""
"NL51RABO0101629141","EUR","20130115","D","13.50","NL22FRBK0296820000","","20130115","id","","","","","","","","14-01-2013 14:45 1234072775226207","",""
"NL51RABO0101629141","EUR","20130115","D","50.00","NL47RABO0101704000","","20130116","id","","","","","","","","15-01-2013 09:48 1234713154799185","",""
"NL51RABO0101629141","EUR","20130117","D","13.50","NL22FRBK0296820000","","20130117","id","","","","","","","","16-01-2013 08:16 1234617440328999","",""
"NL51RABO0101629141","EUR","20130206","D","1.00","0100009168","CVOKT510102903","20130207","tb","","test","","","","","","","",""
"NL51RABO0101629141","EUR","20130207","D","12.35","NL47RABO0101700001","legalName","20130207","id","","6347082681726670400000000000000000","0090769646145426 compliance test fo","r Currence/take 2 tradeName","","","","07-02-2013 08:53 0090769646145426","",""
"NL51RABO0101629141","EUR","20130207","D","1.00","0101629000","CVOKT510102903","20130208","tb","","","","","","","","","",""
"NL51RABO0101629141","EUR","20130208","D","1.00","NL58ABNA0000000583","Legalname","20130208","id","","This is some remittance information","","","","","","07-02-2013 17:47 9340000000000009","",""
"NL51RABO0101629141","EUR","20130208","D","1.00","NL58ABNA0000000583","Legalname","20130208","id","","This is some remittance information","","","","","","07-02-2013 17:53 2000000541000009","",""
"NL51RABO0101629141","EUR","20130208","D","1.00","NL58ABNA0000000583","Legalname","20130208","id","","This is some remittance information","","","","","","07-02-2013 17:50 2000000298200009","",""
"NL51RABO0101629141","EUR","20130208","D","1.00","NL58ABNA0000000583","Legalname","20130208","id","","This is some remittance information","","","","","","07-02-2013 18:01 2097300000000009","",""
"NL51RABO0101629141","EUR","20130208","D","1.00","NL58ABNA0000000583","Legalname","20130208","id","","This is some remittance information","","","","","","07-02-2013 18:48 9380000000000009","",""
"NL51RABO0101629141","EUR","20130211","D","12.36","NL47RABO0101704000","legalName","20130212","id","","","","","","","","11-02-2013 14:21 0090864425939786","",""
"NL51RABO0101629141","EUR","20130211","D","12.36","NL47RABO0101704000","legalName","20130212","id","","","","","","","","11-02-2013 14:22 0090629625892199","",""
"NL51RABO0101629141","EUR","20130227","D","25.00","NL42INGB0000000286","boekenwinkel.nl","20130228","id","","91380376857119616000000000000000000","0090613007938900 Boeking naar de I","NG test De Boekenwinkel ? thuis","","","","27-02-2013 10:59 0090613007938900","",""
"NL51RABO0101629141","EUR","20130301","D","12.34","30522172000","CVOKT510102903","20130304","tb","","Transfer to savings account","","","","","","","",""
"NL51RABO0101629141","EUR","20130305","C","800.00","0101620008","CVO KT5 101 029 03","20130305","tb","","","","","","","","","",""
"NL51RABO0101629141","EUR","20130305","D","2.00","0101629000","CVOKT510102903","20130305","tb","","test betaling","","","","","","","",""
"NL51RABO0101629141","EUR","20130308","D","2.00","3052217000","CVOKT510102903","20130311","tb","","Own account transfer 2","Savings account","","","","","","",""
"NL51RABO0101629141","EUR","20130308","D","1.00","3052217000","CVOKT510102903","20130311","tb","","Own account transfer","","","","","","","",""
"NL51RABO0101629141","EUR","20130308","D","8.00","3052217000","CVOKT510102903","20130311","tb","","own account transfer 8","savings account transfer","chain testing","","","","","",""
"NL51RABO0101629141","EUR","20130308","D","7.00","3052217000","CVOKT510102903","20130311","tb","","own account transfer 7","savings account transfer","chain testing","","","","","",""
"NL51RABO0101629141","EUR","20130308","C","1.00","3052217000","Cvo kt5 101 029 03","20130311","tb","","savings to payment account transfer","1","","","","","","",""
"NL51RABO0101629141","EUR","20130311","D","0.01","0101629000","CVOKT510102903","20130312","tb","","Opa en oma","","","","","","","",""
"NL51RABO0101629141","EUR","20130311","D","1.00","0101704000","E.E. CVN-KTH-CBB-BBH-CB","20130312","tb","","","","","","","","","",""
"NL51RABO0101629141","EUR","20130312","D","0.01","0101704000","E.E. CVN-KTH-CBB-BBH-CB","20130312","tb","","Test","","","","","","","",""
"NL51RABO0101629141","EUR","20130312","D","0.01","P000000999","Bad Aari","20130312","bg","","Veel te lange omschrijving die er t","otaal niet toe doet, maar omdat ik","iets moet invullen doe ik dat dus n","u zo maar, klopt het aantal tekens?","","","","",""
